# Time(s)	Min(V)	Area(V*s)	AreaFromScope(V*s)
10.0965772	0.00880000000	0.000000000938240000	0.00000000106544146
10.1805820	0.0104000000	0.00000000103104000	0.00000000100128146
10.2725873	0.0104000000	0.00000000107008000	0.00000000105776146
10.3885942	0.00880000000	0.00000000100160000	0.000000000970401453
10.5416026	0.00880000000	0.00000000102624000	0.00000000102400146
10.6316080	0.00880000000	0.00000000105056000	0.000000000995521455
10.7366138	0.0104000000	0.00000000106240000	0.00000000114112147
10.8346195	0.0104000000	0.00000000103200000	0.00000000103072146
10.9276247	0.0104000000	0.00000000106048000	0.000000000977601454
11.0316305	0.00880000000	0.00000000109440000	0.00000000104128146
11.1236362	0.0104000000	0.00000000103296000	0.00000000100800146
11.2166414	0.00880000000	0.00000000105056000	0.00000000103232146
11.3136468	0.00880000000	0.00000000104096000	0.00000000101344146
11.4146528	0.00880000000	0.00000000100416000	0.00000000110192146
11.5076580	0.00880000000	0.000000000979200000	0.000000000930881450
11.5976629	0.0104000000	0.00000000104960000	0.000000000913601449
11.7036691	0.00880000000	0.000000000911680000	0.00000000100384146
11.7916741	0.00880000000	0.000000000999360000	0.000000000956481452
11.8896799	0.00880000000	0.000000000980480000	0.00000000101168146
11.9926858	0.00880000000	0.00000000102400000	0.00000000108336146
12.0826907	0.00880000000	0.000000000983360000	0.000000000959201452
12.1946974	0.00880000000	0.000000000988160000	0.000000000958881452
12.2817020	0.0104000000	0.00000000107264000	0.000000000952801452
12.3707075	0.0104000000	0.00000000106080000	0.00000000110112146
12.4837136	0.0104000000	0.00000000109216000	0.000000000896801448
12.5687189	0.00880000000	0.000000000951680000	0.00000000106064146
12.6597238	0.00880000000	0.00000000100448000	0.000000000989921454
12.7887311	0.00880000000	0.00000000103424000	0.00000000101344146
12.8767362	0.00880000000	0.000000000911040000	0.000000000985121454
12.9677415	0.00880000000	0.000000000993920000	0.000000000993441455
13.0897484	0.00880000000	0.00000000102368000	0.000000000970081453
13.1787534	0.0104000000	0.00000000107872000	0.00000000104304146
13.2747588	0.00880000000	0.00000000105408000	0.00000000100208146
13.4057665	0.0104000000	0.00000000100768000	0.000000000985761454
13.4887714	0.00880000000	0.000000000916160000	0.00000000100656146
13.5857768	0.00880000000	0.00000000105536000	0.000000000992321455
13.6927829	0.0104000000	0.00000000107840000	0.00000000113056146
13.7857885	0.00880000000	0.00000000104896000	0.00000000103552146
13.8727932	0.0104000000	0.000000000982720000	0.00000000104864146
13.9807997	0.00880000000	0.00000000101152000	0.00000000104768146
14.0738049	0.00880000000	0.00000000106880000	0.00000000104672146
14.1678100	0.00880000000	0.00000000105376000	0.000000000990561455
14.2918172	0.00880000000	0.000000000986240000	0.00000000103104146
14.3848224	0.00880000000	0.00000000102080000	0.00000000101152146
14.4758277	0.0104000000	0.00000000110464000	0.00000000102848146
14.5948343	0.0104000000	0.00000000104288000	0.00000000104192146
15.0078583	0.0552000000	-0.00000000222784000	-0.00000000132255871
36.6820979	0.0328000000	-0.000000000887040000	-0.00000000127311871
36.8271065	0.0808000000	-0.00000000377248000	-0.00000000171999874
37.0321178	0.0360000000	-0.00000000145888000	-0.00000000307935883
37.2901325	0.0200000000	-0.000000000122880000	-0.000000000333118639
37.5271463	0.0392000000	-0.000000000888640000	-0.00000000265695880
37.7181573	0.0312000000	-0.000000000405120000	-0.0000000000783986211
38.0421758	0.0168000000	0.000000000149440000	-0.00000000245983879
38.2291865	0.0728000000	-0.00000000255808000	-0.00000000234415878
38.5562053	0.0696000000	-0.00000000190016000	-0.00000000254383880
38.7212148	0.0456000000	-0.00000000116288000	-0.000000000914878680
38.9782290	0.0280000000	-0.000000000440000000	-0.00000000198719876
39.1342382	0.0424000000	-0.00000000241312000	-0.000000000584638657
39.2752461	0.0104000000	0.000000000333120000	-0.00000000161807873
39.4072537	0.0584000000	-0.00000000178400000	-0.00000000523935899
39.6102653	0.0328000000	-0.00000000155712000	-0.00000000451407894
39.7522736	0.0808000000	-0.00000000243008000	-0.00000000209007876
39.9612856	0.0216000000	-0.000000000415680000	-0.00000000245727879
40.2563024	0.0216000000	-0.000000000521600000	-0.00000000216271877
40.3553081	0.0504000000	-0.00000000139776000	-0.00000000449423893
40.6993275	0.0424000000	-0.00000000140000000	-0.000000000196958630
40.8423357	0.0472000000	-0.00000000111584000	-0.00000000298479883
40.9943447	0.0280000000	-0.000000000862720000	-0.00000000170655874
41.1743550	0.0744000000	-0.00000000224672000	-0.00000000168319873
41.4113684	0.133600000	-0.00000000591360000	-0.00000000224511877
41.5183744	0.0760000000	-0.00000000260000000	-0.00000000223375877
41.9203978	0.0440000000	-0.00000000186240000	-0.00000000216959877
42.0404043	0.0552000000	-0.00000000202112000	-0.00000000240991879
42.1684117	0.0568000000	-0.00000000204768000	-0.000000000475998649
42.3104200	0.0296000000	-0.000000000352960000	-0.00000000155855873
42.4394274	0.0504000000	-0.00000000216352000	-0.00000000100543869
42.7444448	0.100000000	-0.00000000378816000	-0.000000000838558675
42.8524508	0.0472000000	-0.00000000137760000	-0.00000000209855876
43.1124659	0.0616000000	-0.00000000250784000	-0.00000000201183876
43.3244777	0.0248000000	-0.000000000103360000	-0.000000000897278679
43.4934874	0.0488000000	-0.00000000168064000	-0.000000000801118672
43.6554966	0.0488000000	-0.00000000141056000	0.000000000176961397
43.9185119	0.0792000000	-0.00000000369024000	-0.00000000146703872
44.0945220	0.0216000000	-0.000000000421760000	-0.000000000482878650
44.2765322	0.0760000000	-0.00000000424608000	-0.000000000168478628
44.4925447	0.0120000000	0.000000000425600000	-0.00000000273583881
44.7265582	0.0728000000	-0.00000000239360000	-0.000000000691358665
44.9545712	0.0232000000	-0.000000000143680000	-0.000000000148158626
45.0565767	0.0344000000	-0.00000000102784000	-0.00000000319583884
45.1875844	0.0568000000	-0.00000000191808000	-0.00000000109311869
45.4005966	0.0808000000	-0.00000000212928000	-0.000000000789118671
45.5976081	0.0712000000	-0.00000000375840000	-0.000000000846878676
45.8346214	0.0792000000	-0.00000000307104000	-0.00000000199039876
46.0166321	0.0872000000	-0.00000000337696000	-0.000000000947358683
46.1366386	0.0280000000	-0.000000000859200000	-0.00000000289743882
46.2836471	0.0344000000	-0.00000000135392000	-0.00000000128575871
46.4156547	0.0376000000	-0.00000000161792000	-0.0000000000604786199
46.5666633	0.0568000000	-0.00000000234496000	-0.00000000242943879
46.8596802	0.0264000000	-0.000000000607040000	-0.0000000000623986200
47.0236893	0.0584000000	-0.00000000300192000	-0.00000000276879881
47.2457023	0.0616000000	-0.00000000204224000	-0.0000000000940786222
47.4227123	0.0776000000	-0.00000000218560000	0.0000000000128013853
47.6507254	0.0456000000	-0.00000000261024000	-0.00000000155855873
47.7507310	0.0776000000	-0.00000000341600000	-0.00000000230847878
47.8847384	0.0456000000	-0.00000000146656000	-0.00000000169951874
48.3417649	0.0600000000	-0.00000000305472000	-0.000000000623358660
48.4627719	0.0312000000	-0.000000000524480000	-0.000000000716158666
48.7367873	0.0792000000	-0.00000000321696000	-0.00000000380527888
48.9507995	0.0472000000	-0.00000000187392000	-0.00000000111311869
49.1538115	0.0792000000	-0.00000000244128000	-0.00000000100911869
49.3548226	0.0376000000	-0.000000000633600000	-0.000000000652318662
49.5418334	0.0680000000	-0.00000000255776000	-0.00000000103487869
49.7448449	0.0728000000	-0.00000000324960000	-0.00000000305647883
50.0258613	0.0392000000	-0.00000000130176000	-0.00000000217551877
50.1238666	0.0376000000	-0.00000000118432000	-0.00000000138703871
50.3888817	0.0328000000	-0.000000000465920000	-0.00000000441999893
50.5008883	0.0232000000	-0.000000000148800000	-0.00000000252399879
50.9979167	0.0248000000	-0.000000000402560000	-0.000000000882078678
51.2959337	0.0360000000	-0.000000000952640000	-0.00000000436287892
51.6459537	0.0312000000	-0.000000000891200000	-0.00000000339551886
51.8699665	0.0408000000	-0.000000000934720000	-0.000000000513758652
52.0799785	0.0472000000	-0.00000000315776000	-0.000000000890878679
52.3319931	0.0696000000	-0.00000000220736000	-0.000000000975358685
52.5880075	0.0296000000	-0.000000000740800000	-0.000000000612478659
52.7610173	0.0600000000	-0.00000000181184000	-0.00000000208975876
53.0870361	0.0296000000	-0.000000000402560000	-0.000000000375038642
53.2350445	0.0264000000	-0.000000000431040000	-0.00000000202047876
53.3450508	0.0232000000	-0.000000000463360000	-0.00000000124031870
53.4770584	0.0632000000	-0.00000000275072000	-0.000000000552958655
53.6120663	0.0568000000	-0.00000000283008000	-0.00000000249919879
53.8620806	0.0488000000	-0.00000000187904000	-0.00000000553887901
54.0220895	0.0280000000	-0.000000000730880000	-0.0000000000777586211
54.2141008	0.0424000000	-0.00000000146944000	-0.00000000118927870
54.5131178	0.0520000000	-0.00000000161024000	-0.000000000862238677
54.6871276	0.0136000000	0.000000000279360000	0.0000000000168013856
54.7901335	0.0424000000	-0.00000000163168000	0.0000000000792013900
55.1341534	0.0632000000	-0.00000000154464000	-0.00000000228655878
55.2391596	0.0328000000	-0.000000000872320000	-0.00000000295631882
55.5311761	0.0280000000	-0.000000000560000000	-0.00000000348991886
55.6801844	0.0488000000	-0.00000000181312000	-0.000000000783678671
55.9331989	0.0376000000	-0.00000000124032000	-0.00000000169231874
56.0662065	0.0328000000	-0.00000000155008000	-0.000000000861758677
56.1792130	0.0280000000	-0.000000000365440000	-0.00000000206751876
56.4992313	0.0248000000	-0.000000000790080000	-0.000000000140158625
56.6052375	0.0536000000	-0.000000000857280000	-0.00000000142287872
56.7602463	0.0520000000	-0.00000000129856000	-0.00000000285487882
56.8802533	0.0424000000	-0.00000000174720000	-0.000000000619358659
57.0452628	0.0216000000	-0.000000000231040000	-0.00000000115167870
57.3852820	0.0696000000	-0.00000000300288000	-0.00000000113167870
57.4922881	0.0472000000	-0.00000000141984000	0.0000000000374413871
57.7783046	0.0136000000	0.000000000117440000	-0.000000000399998644
58.0273190	0.0392000000	-0.00000000137888000	-0.000000000850718676
58.1643267	0.0616000000	-0.00000000305120000	-0.00000000184511875
58.2523317	0.0552000000	-0.00000000279296000	-0.00000000132111871
58.4743443	0.0760000000	-0.00000000330816000	0.000000000170881397
58.8563662	0.130400000	-0.00000000556224000	-0.00000000128879871
59.0913796	0.0184000000	-0.000000000566080000	-0.00000000153791872
59.2783904	0.0760000000	-0.00000000244992000	-0.000000000763838670
59.4624009	0.0296000000	-0.000000000828800000	-0.000000000705758666
59.7764187	0.0488000000	-0.00000000243104000	-0.00000000250319879
59.9914312	0.0872000000	-0.00000000345408000	-0.00000000197743876
60.2924485	0.0456000000	-0.00000000190592000	-0.00000000164991873
60.4034548	0.0280000000	-0.000000000710720000	-0.00000000148879872
60.5194612	0.0488000000	-0.00000000133600000	-0.00000000355151887
60.6464686	0.0120000000	0.000000000538560000	-0.000000000155038627
60.7464743	0.0504000000	-0.000000000883520000	-0.000000000893598679
60.9794874	0.0280000000	-0.000000000556160000	-0.00000000213743877
61.2395024	0.0248000000	-0.000000000296960000	-0.00000000226719878
61.3985119	0.0264000000	-0.000000000628480000	-0.00000000106143869
61.7585320	0.0520000000	-0.00000000166784000	-0.000000000349438640
61.8785391	0.0488000000	-0.00000000135392000	0.000000000421761414
62.0025463	0.0120000000	0.000000000129600000	0.000000000377601411
62.1455545	0.0456000000	-0.00000000119872000	-0.000000000351678640
62.5075750	0.0472000000	-0.00000000132064000	-0.00000000131007871
62.6475830	0.0296000000	-0.000000000956480000	-0.000000000530398653
62.7505889	0.0152000000	0.000000000188160000	-0.00000000208559876
62.9486003	0.0712000000	-0.00000000399648000	-0.00000000201279876
63.0706072	0.0376000000	-0.000000000879360000	-0.000000000708158666
63.2436171	0.0280000000	-0.000000000657600000	-0.00000000108975869
63.3756247	0.0344000000	-0.000000000961280000	-0.00000000168911874
63.5766363	0.0280000000	-0.000000000561600000	-0.00000000346815886
63.7076435	0.0392000000	-0.00000000118528000	-0.00000000113855870
63.9006548	0.0168000000	-0.000000000383360000	-0.00000000316927884
64.1136670	0.0584000000	-0.00000000184896000	-0.000000000136318625
64.2766762	0.0632000000	-0.00000000284256000	-0.000000000567998656
64.4056835	0.0552000000	-0.00000000153504000	-0.00000000133391871
64.5246906	0.0600000000	-0.00000000252448000	-0.00000000134511871
64.8147073	0.0888000000	-0.00000000302112000	-0.000000000792798672
64.9667158	0.0616000000	-0.00000000210048000	-0.00000000348095886
65.1647272	0.0296000000	-0.000000000780160000	-0.00000000150431872
65.3347368	0.0456000000	-0.00000000111392000	0.0000000000672013892
65.5207472	0.0632000000	-0.00000000246368000	-0.00000000113999870
65.7647614	0.0120000000	0.000000000425600000	-0.00000000130287871
65.9987745	0.0440000000	-0.00000000125824000	-0.00000000125871870
66.5288053	0.0344000000	-0.000000000716160000	-0.000000000574398656
66.6488118	0.0136000000	0.000000000364160000	-0.00000000311343884
66.8338223	0.0200000000	-0.000000000164480000	0.0000000000438413875
66.9318280	0.0440000000	-0.00000000117952000	-0.0000000000809586213
67.1408401	0.0584000000	-0.00000000189440000	-0.00000000603551904
67.3668528	0.0168000000	-0.000000000386880000	-0.0000000000230386172
67.5328627	0.0104000000	0.000000000344000000	-0.00000000386383889
67.9088840	0.0424000000	-0.00000000141824000	-0.00000000419695891
68.2199016	0.0536000000	-0.000000000890240000	-0.000000000940158682
68.3659101	0.0760000000	-0.00000000277440000	-0.000000000817278673
68.6519265	0.0584000000	-0.00000000156928000	-0.00000000103279869
68.7889342	0.0760000000	-0.00000000196416000	-0.00000000363263887
68.9959459	0.0344000000	-0.000000000807680000	-0.00000000136367871
69.3539667	0.0440000000	-0.000000000811200000	-0.000000000698558665
69.5509777	0.0152000000	0.000000000219520000	-0.00000000305695883
69.7109871	0.0760000000	-0.00000000182048000	-0.000000000891358679
69.9510007	0.0216000000	-0.000000000381440000	-0.00000000104255869
70.1680131	0.0536000000	-0.00000000162848000	-0.00000000223183877
70.5120330	0.0696000000	-0.00000000204256000	-0.00000000168111873
70.7270451	0.0472000000	-0.00000000131840000	-0.00000000283791882
70.9330568	0.0280000000	-0.000000000971520000	-0.00000000260063880
71.0360627	0.0408000000	-0.00000000129280000	-0.00000000433087892
71.1580701	0.0120000000	0.000000000307520000	-0.00000000298447883
71.3160787	0.0360000000	-0.00000000119648000	0.0000000000992013914
71.5250907	0.0552000000	-0.00000000165792000	-0.00000000162751873
72.0001178	0.0136000000	-0.0000000000262400000	-0.00000000142671872
72.1001239	0.0648000000	-0.00000000191552000	-0.00000000374671888
72.2601328	0.0392000000	-0.000000000986880000	-0.00000000180095874
72.3721395	0.0344000000	-0.000000000586240000	-0.000000000202878630
72.5151477	0.0616000000	-0.00000000182240000	-0.00000000153231872
72.7661619	0.0632000000	-0.00000000221088000	-0.00000000160831873
72.9031696	0.0504000000	-0.00000000182656000	-0.000000000363678641
73.0191765	0.0440000000	-0.00000000148384000	-0.000000000354878641
73.1311827	0.0392000000	-0.00000000101408000	-0.000000000554718655
73.2401891	0.0376000000	-0.00000000149536000	-0.000000000823358674
73.4051986	0.0360000000	-0.000000000883200000	-0.000000000825918674
73.6762137	0.0568000000	-0.00000000202816000	-0.000000000771198670
73.9452291	0.0344000000	-0.000000000595520000	-0.000000000949278683
74.2522469	0.0904000000	-0.00000000464256000	-0.000000000968318684
74.3982553	0.0408000000	-0.00000000141888000	-0.00000000249359879
74.6212678	0.0264000000	-0.0000000000752000000	-0.000000000797438672
74.9312859	0.0264000000	-0.000000000550720000	-0.00000000316927884
75.0592928	0.0232000000	-0.000000000293120000	-0.00000000180511874
75.1993008	0.0696000000	-0.00000000271712000	-0.00000000209583876
75.4103131	0.0200000000	-0.000000000195200000	-0.00000000118815870
75.5033183	0.0456000000	-0.00000000261536000	-0.000000000676158663
75.7863345	0.0344000000	-0.000000000936320000	-0.00000000257295880
75.9313431	0.0648000000	-0.00000000194368000	-0.00000000288159882
76.1693563	0.0472000000	-0.00000000136896000	-0.00000000165039873
76.5043755	0.0248000000	-0.000000000242880000	-0.00000000246511879
76.8383946	0.0568000000	-0.00000000246464000	-0.000000000326238639
77.2644191	0.0312000000	-0.000000000762240000	-0.000000000268958635
77.3834257	0.0280000000	-0.000000000311360000	-0.00000000139263871
77.5284343	0.0456000000	-0.00000000235072000	0.000000000158881396
77.7724481	0.0344000000	-0.00000000134272000	-0.00000000181823874
77.9344573	0.0136000000	0.0000000000758400000	-0.00000000109759869
78.1754713	0.0904000000	-0.00000000345664000	-0.000000000217758631
78.4044843	0.0408000000	-0.00000000136160000	-0.00000000287263882
78.5444922	0.0648000000	-0.00000000176256000	0.000000000259361403
78.7235026	0.0120000000	0.000000000514560000	-0.00000000143295872
78.9095130	0.0840000000	-0.00000000254624000	-0.00000000316495884
79.0065188	0.0792000000	-0.00000000267104000	-0.000000000587678657
79.1625276	0.0392000000	-0.00000000105184000	-0.00000000200687876
79.4495440	0.0696000000	-0.00000000290112000	-0.000000000294238636
79.5485497	0.0664000000	-0.00000000251904000	-0.00000000220751877
79.8115649	0.0520000000	-0.00000000156224000	-0.000000000268958635
80.0335774	0.0312000000	-0.000000000331520000	-0.00000000135519871
80.3105931	0.0440000000	-0.00000000136224000	-0.000000000415518645
80.5476069	0.0712000000	-0.00000000296384000	-0.00000000232255878
80.8146219	0.0424000000	-0.00000000142176000	-0.00000000224799877
81.1646423	0.0568000000	-0.00000000314656000	-0.000000000209438630
81.2766485	0.0216000000	-0.000000000208640000	-0.00000000143423872
81.7786775	0.0328000000	-0.000000000892480000	-0.00000000319023884
81.9466867	0.0472000000	-0.00000000166624000	-0.000000000324958639
82.1106963	0.0616000000	-0.00000000222176000	-0.000000000305118637
82.5197196	0.0552000000	-0.00000000163104000	0.000000000250721402
82.6387262	0.0648000000	-0.00000000281632000	-0.000000000435678646
82.7477326	0.0440000000	-0.00000000134112000	-0.000000000541598654
83.0167480	0.0376000000	-0.00000000138176000	-0.00000000177599874
83.1367550	0.0248000000	-0.000000000711040000	-0.000000000639198661
83.5427780	0.0296000000	-0.000000000386560000	-0.000000000854238676
83.7207885	0.0440000000	-0.00000000145280000	-0.000000000465438649
83.8367949	0.0168000000	-0.0000000000384000000	-0.00000000265455880
83.9388008	0.0248000000	-0.00000000125568000	-0.000000000842878675
84.0898094	0.0760000000	-0.00000000298976000	-0.000000000542398654
84.3198228	0.0408000000	-0.00000000147392000	-0.00000000185119875
84.4688311	0.0264000000	-0.000000000540160000	0.000000000278561404
84.5618362	0.0520000000	-0.00000000128192000	0.000000000188961398
85.0028615	0.0232000000	0.00000000000416000000	-0.000000000111358623
85.2008729	0.0296000000	-0.000000000696000000	-0.00000000247471879
85.3698826	0.0696000000	-0.00000000208512000	-0.00000000170511874
85.5138907	0.0312000000	-0.00000000160352000	-0.00000000202367876
85.7319036	0.0376000000	-0.00000000150144000	-0.00000000141647872
85.8479099	0.0504000000	-0.00000000220960000	-0.00000000101215869
86.0099192	0.0424000000	-0.000000000993600000	-0.00000000168751874
86.2169313	0.0296000000	-0.000000000526400000	-0.0000000000203186170
86.3919411	0.0568000000	-0.00000000173600000	-0.00000000118511870
86.5289488	0.0392000000	-0.00000000122400000	-0.00000000189983875
86.6729574	0.0200000000	-0.000000000166080000	-0.000000000920638681
86.8189654	0.0472000000	-0.000000000875200000	-0.00000000182463874
86.9729743	0.0376000000	-0.000000000600320000	-0.000000000372958642
87.3119936	0.0440000000	-0.000000000840320000	-0.000000000860478676
87.4980044	0.0312000000	-0.000000000322560000	-0.00000000135007871
87.7050161	0.0504000000	-0.00000000159264000	0.000000000452801416
87.8680258	0.0504000000	-0.00000000141248000	-0.00000000215535877
88.0220342	0.0392000000	-0.000000000850560000	-0.00000000104751869
88.1230402	0.0744000000	-0.00000000226784000	-0.00000000177167874
88.2830496	0.0392000000	-0.00000000142464000	-0.0000000000183986169
88.5110621	0.0360000000	-0.000000000820160000	-0.00000000187983875
88.6740718	0.0680000000	-0.00000000201120000	-0.00000000202895876
88.8440814	0.0488000000	-0.000000000910400000	-0.000000000976478685
88.9450870	0.0616000000	-0.00000000235488000	-0.00000000282815882
89.1811008	0.0376000000	-0.00000000176192000	-0.00000000261183880
89.2871065	0.0536000000	-0.00000000164160000	-0.000000000289438636
89.4881182	0.0216000000	-0.000000000484480000	-0.00000000296255883
89.6351266	0.0312000000	-0.000000000928960000	-0.00000000237471878
89.8751402	0.0296000000	-0.000000000556800000	-0.00000000258095880
90.3051648	0.0328000000	-0.00000000102016000	-0.000000000582878657
90.7541904	0.0216000000	0.000000000128640000	-0.00000000141199872
90.8931985	0.0152000000	-0.0000000000384000000	-0.00000000145375872
91.0982103	0.0296000000	-0.000000000193280000	-0.00000000230447878
91.2062163	0.0584000000	-0.00000000151584000	-0.00000000298255883
91.4272289	0.0344000000	-0.000000000544000000	-0.00000000207663876
91.5682373	0.0472000000	-0.00000000100736000	-0.00000000138335871
91.8752546	0.0616000000	-0.00000000219840000	-0.00000000160303873
92.1622710	0.0376000000	-0.00000000133952000	-0.000000000128478625
92.3302808	0.0184000000	0.000000000162240000	-0.00000000315471884
92.4912901	0.0360000000	-0.000000000855680000	-0.00000000244671879
92.6502991	0.0376000000	-0.00000000148672000	-0.00000000180751874
92.9793181	0.0424000000	-0.00000000130976000	-0.000000000665758663
93.1903300	0.0424000000	-0.00000000129088000	-0.00000000165727873
93.2863355	0.0440000000	-0.00000000101568000	-0.000000000880638678
93.4903474	0.0648000000	-0.00000000210464000	-0.00000000210575876
